funcname,n,seconds
shell_sort_2,10,1e-06
shell_sort_2,100,9.33333e-06
shell_sort_2,1000,0.000119667
shell_sort_2,10000,0.001478
shell_sort_2,100000,0.018902
shell_sort_2,1000000,0.204185
