funcname,n,seconds
spin_the_bottle_sort,4,1.93333e-05
spin_the_bottle_sort,20,0.000111333
spin_the_bottle_sort,100,0.00749633
spin_the_bottle_sort,500,0.548785
spin_the_bottle_sort,2500,36.7091
spin_the_bottle_sort,12500,6281.24
