funcname,n,seconds
bubble_sort,10,2e-06
bubble_sort,100,7.4e-05
bubble_sort,1000,0.00615267
bubble_sort,10000,0.575133
bubble_sort,100000,58.3551
bubble_sort,1000000,5837.47
