funcname,n,seconds
annealing_sort_2,10,5.03333e-05
annealing_sort_2,100,0.000801
annealing_sort_2,1000,0.013767
annealing_sort_2,10000,0.235712
annealing_sort_2,100000,3.49615
annealing_sort_2,1000000,49.2609
