funcname,n,seconds
insertion_sort,10,3.33333e-07
insertion_sort,100,2.83333e-05
insertion_sort,1000,0.001257
insertion_sort,10000,0.123648
insertion_sort,100000,12.3064
insertion_sort,1000000,1232.7
