funcname,n,seconds
bubble_sort,10,1e-06
bubble_sort,100,4.9e-05
bubble_sort,1000,0.00268433
bubble_sort,10000,0.252686
bubble_sort,100000,24.9369
bubble_sort,1000000,2491.15
